Year_Month,Year,Primary.Type,Location.Description,total_crimes,days_with_crime,avg_daily_crimes
2016-09,2016,BATTERY,STREET,59,26,2.27
2016-09,2016,PROSTITUTION,STREET,48,14,3.43
2016-09,2016,NARCOTICS,STREET,47,24,1.96
2016-09,2016,BATTERY,RESIDENCE,41,22,1.86
2016-09,2016,CRIMINAL DAMAGE,APARTMENT,34,20,1.7
2016-09,2016,OTHER OFFENSE,RESIDENCE,31,18,1.72
2016-09,2016,ROBBERY,STREET,30,20,1.5
2016-09,2016,ASSAULT,STREET,28,21,1.33
2016-09,2016,THEFT,RESIDENCE,28,16,1.75
2016-09,2016,NARCOTICS,ALLEY,26,18,1.44
2016-09,2016,ROBBERY,SIDEWALK,26,19,1.37
2016-09,2016,ASSAULT,APARTMENT,24,16,1.5
2016-09,2016,CRIMINAL DAMAGE,RESIDENCE,23,18,1.28
2016-09,2016,ASSAULT,SIDEWALK,22,15,1.47
2016-09,2016,NARCOTICS,VEHICLE NON-COMMERCIAL,22,15,1.47
2016-09,2016,OTHER OFFENSE,STREET,22,16,1.38
2016-09,2016,ASSAULT,RESIDENCE,18,15,1.2
2016-09,2016,NARCOTICS,POLICE FACILITY/VEH PARKING LOT,17,12,1.42
2016-09,2016,DECEPTIVE PRACTICE,RESIDENCE,15,10,1.5
2016-09,2016,THEFT,APARTMENT,13,12,1.08
2016-09,2016,BATTERY,RESIDENCE PORCH/HALLWAY,12,12,1
2016-09,2016,BURGLARY,RESIDENCE-GARAGE,12,10,1.2
2016-09,2016,NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),12,10,1.2
2016-09,2016,INTERFERENCE WITH PUBLIC OFFICER,STREET,10,9,1.11
2016-09,2016,ROBBERY,ALLEY,10,9,1.11
2016-09,2016,THEFT,SIDEWALK,10,9,1.11
2016-09,2016,BATTERY,ALLEY,9,7,1.29
2016-09,2016,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),9,8,1.12
2016-09,2016,OTHER OFFENSE,APARTMENT,9,7,1.29
2016-09,2016,THEFT,VEHICLE NON-COMMERCIAL,9,7,1.29
2016-09,2016,WEAPONS VIOLATION,SIDEWALK,9,8,1.12
2016-09,2016,WEAPONS VIOLATION,STREET,9,7,1.29
2016-09,2016,BATTERY,OTHER,8,8,1
2016-09,2016,BATTERY,PARK PROPERTY,8,5,1.6
2016-09,2016,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),8,7,1.14
2016-09,2016,NARCOTICS,APARTMENT,8,5,1.6
2016-09,2016,THEFT,OTHER,8,7,1.14
2016-09,2016,BATTERY,VEHICLE NON-COMMERCIAL,7,7,1
2016-09,2016,DECEPTIVE PRACTICE,APARTMENT,7,5,1.4
2016-09,2016,DECEPTIVE PRACTICE,NA,7,5,1.4
2016-09,2016,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),7,6,1.17
2016-09,2016,THEFT,ALLEY,7,6,1.17
2016-09,2016,THEFT,PARKING LOT/GARAGE(NON.RESID.),7,6,1.17
2016-09,2016,THEFT,SMALL RETAIL STORE,7,7,1
2016-09,2016,WEAPONS VIOLATION,RESIDENCE,7,4,1.75
2016-09,2016,ASSAULT,RESIDENCE PORCH/HALLWAY,6,5,1.2
2016-09,2016,BATTERY,RESIDENTIAL YARD (FRONT/BACK),6,6,1
2016-09,2016,BURGLARY,APARTMENT,6,6,1
2016-09,2016,BURGLARY,RESIDENCE,6,5,1.2
2016-09,2016,NARCOTICS,PARK PROPERTY,6,5,1.2
2016-09,2016,THEFT,CTA BUS,6,4,1.5
2016-09,2016,THEFT,GAS STATION,6,6,1
2016-09,2016,BATTERY,"SCHOOL, PUBLIC, BUILDING",5,5,1
2016-09,2016,BATTERY,"SCHOOL, PUBLIC, GROUNDS",5,4,1.25
2016-09,2016,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, BUILDING",5,4,1.25
2016-09,2016,CRIMINAL TRESPASS,GAS STATION,5,5,1
2016-09,2016,NARCOTICS,RESIDENCE,5,4,1.25
2016-09,2016,NARCOTICS,RESIDENCE PORCH/HALLWAY,5,5,1
2016-09,2016,NARCOTICS,VACANT LOT/LAND,5,5,1
2016-09,2016,OFFENSE INVOLVING CHILDREN,RESIDENCE,5,3,1.67
2016-09,2016,OTHER OFFENSE,SIDEWALK,5,5,1
2016-09,2016,ASSAULT,RESIDENTIAL YARD (FRONT/BACK),4,4,1
2016-09,2016,BURGLARY,VACANT LOT/LAND,4,2,2
2016-09,2016,CRIMINAL DAMAGE,RESIDENCE-GARAGE,4,4,1
2016-09,2016,CRIMINAL TRESPASS,OTHER,4,4,1
2016-09,2016,HOMICIDE,STREET,4,3,1.33
2016-09,2016,NARCOTICS,ABANDONED BUILDING,4,3,1.33
2016-09,2016,OTHER OFFENSE,OTHER,4,4,1
2016-09,2016,PROSTITUTION,SIDEWALK,4,4,1
2016-09,2016,PUBLIC PEACE VIOLATION,STREET,4,4,1
2016-09,2016,ROBBERY,CTA TRAIN,4,4,1
2016-09,2016,ASSAULT,PARKING LOT/GARAGE(NON.RESID.),3,3,1
2016-09,2016,ASSAULT,"SCHOOL, PUBLIC, BUILDING",3,3,1
2016-09,2016,BATTERY,GAS STATION,3,3,1
2016-09,2016,CRIMINAL DAMAGE,ALLEY,3,3,1
2016-09,2016,CRIMINAL DAMAGE,CTA BUS,3,3,1
2016-09,2016,CRIMINAL DAMAGE,DRIVEWAY - RESIDENTIAL,3,3,1
2016-09,2016,CRIMINAL DAMAGE,OTHER,3,3,1
2016-09,2016,CRIMINAL DAMAGE,RESIDENCE PORCH/HALLWAY,3,3,1
2016-09,2016,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,3,3,1
2016-09,2016,CRIMINAL TRESPASS,CONVENIENCE STORE,3,3,1
2016-09,2016,CRIMINAL TRESPASS,PARKING LOT/GARAGE(NON.RESID.),3,3,1
2016-09,2016,CRIMINAL TRESPASS,RESIDENTIAL YARD (FRONT/BACK),3,3,1
2016-09,2016,CRIMINAL TRESPASS,STREET,3,3,1
2016-09,2016,GAMBLING,SIDEWALK,3,3,1
2016-09,2016,MOTOR VEHICLE THEFT,VEHICLE NON-COMMERCIAL,3,3,1
2016-09,2016,NARCOTICS,GAS STATION,3,3,1
2016-09,2016,NARCOTICS,OTHER,3,3,1
2016-09,2016,OFFENSE INVOLVING CHILDREN,APARTMENT,3,3,1
2016-09,2016,PUBLIC PEACE VIOLATION,SIDEWALK,3,3,1
2016-09,2016,THEFT,RESIDENTIAL YARD (FRONT/BACK),3,3,1
2016-09,2016,WEAPONS VIOLATION,RESIDENTIAL YARD (FRONT/BACK),3,3,1
2016-09,2016,ASSAULT,CONVENIENCE STORE,2,2,1
2016-09,2016,ASSAULT,GAS STATION,2,2,1
2016-09,2016,ASSAULT,NURSING HOME/RETIREMENT HOME,2,2,1
2016-09,2016,BATTERY,ABANDONED BUILDING,2,1,2
2016-09,2016,BATTERY,CONVENIENCE STORE,2,2,1
2016-09,2016,BATTERY,CTA BUS,2,2,1
2016-09,2016,BATTERY,GROCERY FOOD STORE,2,2,1
2016-09,2016,BATTERY,PARKING LOT/GARAGE(NON.RESID.),2,2,1
2016-09,2016,BATTERY,RESTAURANT,2,2,1
2016-09,2016,BATTERY,SMALL RETAIL STORE,2,2,1
2016-09,2016,BURGLARY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2,2,1
2016-09,2016,BURGLARY,COMMERCIAL / BUSINESS OFFICE,2,2,1
2016-09,2016,CRIMINAL DAMAGE,PARK PROPERTY,2,2,1
2016-09,2016,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),2,2,1
2016-09,2016,CRIMINAL DAMAGE,SMALL RETAIL STORE,2,2,1
2016-09,2016,CRIMINAL DAMAGE,VACANT LOT/LAND,2,2,1
2016-09,2016,CRIMINAL TRESPASS,APARTMENT,2,2,1
2016-09,2016,CRIMINAL TRESPASS,RESIDENCE,2,2,1
2016-09,2016,CRIMINAL TRESPASS,RESTAURANT,2,2,1
2016-09,2016,DECEPTIVE PRACTICE,OTHER,2,2,1
2016-09,2016,DECEPTIVE PRACTICE,STREET,2,2,1
2016-09,2016,INTERFERENCE WITH PUBLIC OFFICER,PARKING LOT/GARAGE(NON.RESID.),2,2,1
2016-09,2016,INTERFERENCE WITH PUBLIC OFFICER,SIDEWALK,2,2,1
2016-09,2016,KIDNAPPING,RESIDENCE,2,2,1
2016-09,2016,MOTOR VEHICLE THEFT,OTHER,2,1,2
2016-09,2016,MOTOR VEHICLE THEFT,RESIDENTIAL YARD (FRONT/BACK),2,2,1
2016-09,2016,OFFENSE INVOLVING CHILDREN,RESIDENTIAL YARD (FRONT/BACK),2,2,1
2016-09,2016,OTHER OFFENSE,GAS STATION,2,2,1
2016-09,2016,PUBLIC PEACE VIOLATION,RESIDENCE,2,2,1
2016-09,2016,ROBBERY,CTA PLATFORM,2,2,1
2016-09,2016,ROBBERY,PARK PROPERTY,2,2,1
2016-09,2016,SEX OFFENSE,SIDEWALK,2,2,1
2016-09,2016,SEX OFFENSE,STREET,2,2,1
2016-09,2016,THEFT,CONVENIENCE STORE,2,2,1
2016-09,2016,THEFT,DRUG STORE,2,2,1
2016-09,2016,THEFT,POLICE FACILITY/VEH PARKING LOT,2,2,1
2016-09,2016,THEFT,RESIDENCE PORCH/HALLWAY,2,2,1
2016-09,2016,THEFT,"SCHOOL, PUBLIC, BUILDING",2,2,1
2016-09,2016,WEAPONS VIOLATION,APARTMENT,2,2,1
2016-09,2016,WEAPONS VIOLATION,OTHER,2,2,1
2016-09,2016,WEAPONS VIOLATION,VEHICLE NON-COMMERCIAL,2,2,1
2016-09,2016,ARSON,APARTMENT,1,1,1
2016-09,2016,ASSAULT,ALLEY,1,1,1
2016-09,2016,ASSAULT,BARBERSHOP,1,1,1
2016-09,2016,ASSAULT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,1,1
2016-09,2016,ASSAULT,COMMERCIAL / BUSINESS OFFICE,1,1,1
2016-09,2016,ASSAULT,CTA BUS STOP,1,1,1
2016-09,2016,ASSAULT,GOVERNMENT BUILDING/PROPERTY,1,1,1
2016-09,2016,ASSAULT,GROCERY FOOD STORE,1,1,1
2016-09,2016,ASSAULT,LIBRARY,1,1,1
2016-09,2016,ASSAULT,POLICE FACILITY/VEH PARKING LOT,1,1,1
2016-09,2016,ASSAULT,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2016-09,2016,ASSAULT,SMALL RETAIL STORE,1,1,1
2016-09,2016,ASSAULT,TAVERN/LIQUOR STORE,1,1,1
2016-09,2016,ASSAULT,VACANT LOT/LAND,1,1,1
2016-09,2016,ASSAULT,WAREHOUSE,1,1,1
2016-09,2016,BATTERY,CHA APARTMENT,1,1,1
2016-09,2016,BATTERY,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,1,1,1
2016-09,2016,BATTERY,CTA PLATFORM,1,1,1
2016-09,2016,BATTERY,CTA TRAIN,1,1,1
2016-09,2016,BATTERY,GOVERNMENT BUILDING/PROPERTY,1,1,1
2016-09,2016,BATTERY,HOTEL/MOTEL,1,1,1
2016-09,2016,BATTERY,MEDICAL/DENTAL OFFICE,1,1,1
2016-09,2016,BATTERY,POLICE FACILITY/VEH PARKING LOT,1,1,1
2016-09,2016,BATTERY,RESIDENCE-GARAGE,1,1,1
2016-09,2016,BATTERY,VACANT LOT/LAND,1,1,1
2016-09,2016,BATTERY,WAREHOUSE,1,1,1
2016-09,2016,BURGLARY,CHA APARTMENT,1,1,1
2016-09,2016,BURGLARY,FACTORY/MANUFACTURING BUILDING,1,1,1
2016-09,2016,BURGLARY,PARK PROPERTY,1,1,1
2016-09,2016,BURGLARY,WAREHOUSE,1,1,1
2016-09,2016,CRIM SEXUAL ASSAULT,ALLEY,1,1,1
2016-09,2016,CRIM SEXUAL ASSAULT,APARTMENT,1,1,1
2016-09,2016,CRIM SEXUAL ASSAULT,RESIDENCE,1,1,1
2016-09,2016,CRIM SEXUAL ASSAULT,STREET,1,1,1
2016-09,2016,CRIMINAL DAMAGE,COMMERCIAL / BUSINESS OFFICE,1,1,1
2016-09,2016,CRIMINAL DAMAGE,CTA BUS STOP,1,1,1
2016-09,2016,CRIMINAL DAMAGE,GAS STATION,1,1,1
2016-09,2016,CRIMINAL DAMAGE,POLICE FACILITY/VEH PARKING LOT,1,1,1
2016-09,2016,CRIMINAL DAMAGE,RESTAURANT,1,1,1
2016-09,2016,CRIMINAL TRESPASS,ALLEY,1,1,1
2016-09,2016,CRIMINAL TRESPASS,CTA BUS,1,1,1
2016-09,2016,DECEPTIVE PRACTICE,CONVENIENCE STORE,1,1,1
2016-09,2016,DECEPTIVE PRACTICE,CTA PLATFORM,1,1,1
2016-09,2016,DECEPTIVE PRACTICE,CTA STATION,1,1,1
2016-09,2016,DECEPTIVE PRACTICE,GAS STATION,1,1,1
2016-09,2016,DECEPTIVE PRACTICE,GOVERNMENT BUILDING/PROPERTY,1,1,1
2016-09,2016,DECEPTIVE PRACTICE,NURSING HOME/RETIREMENT HOME,1,1,1
2016-09,2016,DECEPTIVE PRACTICE,POLICE FACILITY/VEH PARKING LOT,1,1,1
2016-09,2016,DECEPTIVE PRACTICE,"SCHOOL, PUBLIC, BUILDING",1,1,1
2016-09,2016,DECEPTIVE PRACTICE,VEHICLE-COMMERCIAL,1,1,1
2016-09,2016,GAMBLING,PARK PROPERTY,1,1,1
2016-09,2016,HOMICIDE,ALLEY,1,1,1
2016-09,2016,HOMICIDE,AUTO,1,1,1
2016-09,2016,HOMICIDE,PARKING LOT,1,1,1
2016-09,2016,INTERFERENCE WITH PUBLIC OFFICER,GAS STATION,1,1,1
2016-09,2016,INTERFERENCE WITH PUBLIC OFFICER,OTHER,1,1,1
2016-09,2016,INTERFERENCE WITH PUBLIC OFFICER,PARK PROPERTY,1,1,1
2016-09,2016,INTERFERENCE WITH PUBLIC OFFICER,VEHICLE NON-COMMERCIAL,1,1,1
2016-09,2016,INTIMIDATION,GROCERY FOOD STORE,1,1,1
2016-09,2016,MOTOR VEHICLE THEFT,ALLEY,1,1,1
2016-09,2016,MOTOR VEHICLE THEFT,GAS STATION,1,1,1
2016-09,2016,MOTOR VEHICLE THEFT,RESIDENCE,1,1,1
2016-09,2016,NARCOTICS,CONVENIENCE STORE,1,1,1
2016-09,2016,NARCOTICS,GOVERNMENT BUILDING/PROPERTY,1,1,1
2016-09,2016,NARCOTICS,RESIDENCE-GARAGE,1,1,1
2016-09,2016,OFFENSE INVOLVING CHILDREN,STREET,1,1,1
2016-09,2016,OTHER OFFENSE,ABANDONED BUILDING,1,1,1
2016-09,2016,OTHER OFFENSE,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2016-09,2016,OTHER OFFENSE,RESIDENCE PORCH/HALLWAY,1,1,1
2016-09,2016,OTHER OFFENSE,RESIDENTIAL YARD (FRONT/BACK),1,1,1
2016-09,2016,OTHER OFFENSE,"SCHOOL, PRIVATE, BUILDING",1,1,1
2016-09,2016,OTHER OFFENSE,VACANT LOT/LAND,1,1,1
2016-09,2016,PUBLIC PEACE VIOLATION,ALLEY,1,1,1
2016-09,2016,PUBLIC PEACE VIOLATION,POLICE FACILITY/VEH PARKING LOT,1,1,1
2016-09,2016,PUBLIC PEACE VIOLATION,RESIDENTIAL YARD (FRONT/BACK),1,1,1
2016-09,2016,PUBLIC PEACE VIOLATION,"SCHOOL, PUBLIC, BUILDING",1,1,1
2016-09,2016,PUBLIC PEACE VIOLATION,SMALL RETAIL STORE,1,1,1
2016-09,2016,PUBLIC PEACE VIOLATION,TAVERN/LIQUOR STORE,1,1,1
2016-09,2016,ROBBERY,APARTMENT,1,1,1
2016-09,2016,ROBBERY,CONVENIENCE STORE,1,1,1
2016-09,2016,ROBBERY,GAS STATION,1,1,1
2016-09,2016,ROBBERY,OTHER,1,1,1
2016-09,2016,ROBBERY,PARKING LOT/GARAGE(NON.RESID.),1,1,1
2016-09,2016,ROBBERY,RESIDENCE,1,1,1
2016-09,2016,ROBBERY,RESIDENCE PORCH/HALLWAY,1,1,1
2016-09,2016,ROBBERY,VEHICLE NON-COMMERCIAL,1,1,1
2016-09,2016,SEX OFFENSE,APARTMENT,1,1,1
2016-09,2016,SEX OFFENSE,DRIVEWAY - RESIDENTIAL,1,1,1
2016-09,2016,STALKING,RESIDENCE,1,1,1
2016-09,2016,THEFT,CTA PLATFORM,1,1,1
2016-09,2016,THEFT,CTA STATION,1,1,1
2016-09,2016,THEFT,CTA TRAIN,1,1,1
2016-09,2016,THEFT,DRIVEWAY - RESIDENTIAL,1,1,1
2016-09,2016,THEFT,GROCERY FOOD STORE,1,1,1
2016-09,2016,THEFT,NURSING HOME/RETIREMENT HOME,1,1,1
2016-09,2016,THEFT,OTHER RAILROAD PROP / TRAIN DEPOT,1,1,1
2016-09,2016,THEFT,PARK PROPERTY,1,1,1
2016-09,2016,THEFT,RESIDENCE-GARAGE,1,1,1
2016-09,2016,THEFT,RESTAURANT,1,1,1
2016-09,2016,THEFT,"SCHOOL, PUBLIC, GROUNDS",1,1,1
2016-09,2016,THEFT,SPORTS ARENA/STADIUM,1,1,1
2016-09,2016,THEFT,TAXICAB,1,1,1
2016-09,2016,WEAPONS VIOLATION,ABANDONED BUILDING,1,1,1
2016-09,2016,WEAPONS VIOLATION,ALLEY,1,1,1
2016-09,2016,WEAPONS VIOLATION,CHA PARKING LOT/GROUNDS,1,1,1
2016-09,2016,WEAPONS VIOLATION,DRIVEWAY - RESIDENTIAL,1,1,1
2016-09,2016,WEAPONS VIOLATION,GAS STATION,1,1,1
2016-09,2016,WEAPONS VIOLATION,PARK PROPERTY,1,1,1
2016-09,2016,WEAPONS VIOLATION,POLICE FACILITY/VEH PARKING LOT,1,1,1
2016-09,2016,WEAPONS VIOLATION,VACANT LOT/LAND,1,1,1
2016-10,2016,NARCOTICS,SIDEWALK,96,27,3.56
2016-10,2016,BATTERY,APARTMENT,94,29,3.24
2016-10,2016,BATTERY,STREET,58,22,2.64
2016-10,2016,CRIMINAL DAMAGE,STREET,57,25,2.28
2016-10,2016,BATTERY,SIDEWALK,50,25,2
2016-10,2016,MOTOR VEHICLE THEFT,STREET,47,23,2.04
2016-10,2016,NARCOTICS,STREET,47,23,2.04
2016-10,2016,THEFT,STREET,45,22,2.05
2016-10,2016,BATTERY,RESIDENCE,43,24,1.79
2016-10,2016,ROBBERY,SIDEWALK,37,22,1.68
2016-10,2016,THEFT,RESIDENCE,32,21,1.52
2016-10,2016,CRIMINAL DAMAGE,RESIDENCE,29,18,1.61
2016-10,2016,ASSAULT,STREET,28,16,1.75
2016-10,2016,CRIMINAL DAMAGE,APARTMENT,28,17,1.65
2016-10,2016,ROBBERY,STREET,27,15,1.8
2016-10,2016,OTHER OFFENSE,RESIDENCE,26,18,1.44
2016-10,2016,DECEPTIVE PRACTICE,RESIDENCE,25,16,1.56
2016-10,2016,OTHER OFFENSE,STREET,25,18,1.39
2016-10,2016,PROSTITUTION,STREET,23,9,2.56
2016-10,2016,ASSAULT,APARTMENT,22,19,1.16
2016-10,2016,NARCOTICS,ALLEY,22,17,1.29
2016-10,2016,NARCOTICS,POLICE FACILITY/VEH PARKING LOT,22,10,2.2
2016-10,2016,BURGLARY,APARTMENT,18,15,1.2
2016-10,2016,THEFT,APARTMENT,18,12,1.5
2016-10,2016,BURGLARY,RESIDENCE,16,9,1.78
2016-10,2016,OTHER OFFENSE,APARTMENT,15,12,1.25
2016-10,2016,THEFT,ALLEY,15,11,1.36
2016-10,2016,ASSAULT,SIDEWALK,12,12,1
2016-10,2016,ASSAULT,RESIDENCE,11,11,1
2016-10,2016,THEFT,OTHER,11,9,1.22
2016-10,2016,WEAPONS VIOLATION,SIDEWALK,11,9,1.22
2016-10,2016,WEAPONS VIOLATION,STREET,11,10,1.1
2016-10,2016,NARCOTICS,VEHICLE NON-COMMERCIAL,10,8,1.25
2016-10,2016,OTHER OFFENSE,SIDEWALK,10,9,1.11
2016-10,2016,PROSTITUTION,SIDEWALK,9,7,1.29
2016-10,2016,BATTERY,ALLEY,8,7,1.14
2016-10,2016,BATTERY,"SCHOOL, PUBLIC, BUILDING",8,7,1.14
2016-10,2016,BURGLARY,RESIDENCE-GARAGE,8,7,1.14
2016-10,2016,CRIMINAL TRESPASS,RESIDENCE,8,8,1
2016-10,2016,INTERFERENCE WITH PUBLIC OFFICER,STREET,8,7,1.14
2016-10,2016,NARCOTICS,VACANT LOT/LAND,8,8,1
2016-10,2016,ASSAULT,ALLEY,7,5,1.4
2016-10,2016,BATTERY,RESIDENCE PORCH/HALLWAY,7,6,1.17
2016-10,2016,CRIM SEXUAL ASSAULT,APARTMENT,7,5,1.4
2016-10,2016,DECEPTIVE PRACTICE,APARTMENT,7,5,1.4
2016-10,2016,HOMICIDE,STREET,7,6,1.17
2016-10,2016,NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),7,6,1.17
2016-10,2016,DECEPTIVE PRACTICE,OTHER,6,6,1
2016-10,2016,DECEPTIVE PRACTICE,NA,6,5,1.2
2016-10,2016,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),6,5,1.2
2016-10,2016,THEFT,SMALL RETAIL STORE,6,4,1.5
2016-10,2016,ASSAULT,"SCHOOL, PUBLIC, BUILDING",5,4,1.25
2016-10,2016,BATTERY,RESIDENTIAL YARD (FRONT/BACK),5,3,1.67
2016-10,2016,BURGLARY,OTHER,5,5,1
2016-10,2016,CRIMINAL TRESPASS,RESIDENCE PORCH/HALLWAY,5,5,1
2016-10,2016,DECEPTIVE PRACTICE,STREET,5,5,1
2016-10,2016,NARCOTICS,GAS STATION,5,5,1
2016-10,2016,NARCOTICS,OTHER,5,4,1.25
2016-10,2016,OTHER OFFENSE,OTHER,5,3,1.67
2016-10,2016,PUBLIC PEACE VIOLATION,SIDEWALK,5,4,1.25
2016-10,2016,ROBBERY,ALLEY,5,5,1
2016-10,2016,THEFT,GROCERY FOOD STORE,5,5,1
2016-10,2016,THEFT,PARKING LOT/GARAGE(NON.RESID.),5,5,1
2016-10,2016,THEFT,RESIDENTIAL YARD (FRONT/BACK),5,5,1
2016-10,2016,THEFT,SIDEWALK,5,4,1.25
2016-10,2016,ASSAULT,RESIDENCE PORCH/HALLWAY,4,4,1
2016-10,2016,BATTERY,OTHER,4,3,1.33
2016-10,2016,CRIMINAL DAMAGE,OTHER,4,4,1
2016-10,2016,CRIMINAL TRESPASS,APARTMENT,4,4,1
2016-10,2016,INTERFERENCE WITH PUBLIC OFFICER,SIDEWALK,4,4,1
2016-10,2016,NARCOTICS,APARTMENT,4,4,1
2016-10,2016,ROBBERY,RESTAURANT,4,3,1.33
2016-10,2016,THEFT,CTA BUS,4,4,1
2016-10,2016,THEFT,CTA BUS STOP,4,4,1
2016-10,2016,THEFT,VEHICLE NON-COMMERCIAL,4,4,1
2016-10,2016,ASSAULT,OTHER,3,3,1
2016-10,2016,ASSAULT,RESIDENTIAL YARD (FRONT/BACK),3,3,1
2016-10,2016,BATTERY,GAS STATION,3,3,1
2016-10,2016,BATTERY,"SCHOOL, PUBLIC, GROUNDS",3,3,1
2016-10,2016,BATTERY,VACANT LOT/LAND,3,3,1
2016-10,2016,BATTERY,VEHICLE NON-COMMERCIAL,3,3,1
2016-10,2016,BURGLARY,VACANT LOT/LAND,3,3,1
2016-10,2016,CRIM SEXUAL ASSAULT,RESIDENCE,3,3,1
2016-10,2016,CRIMINAL DAMAGE,GAS STATION,3,3,1
2016-10,2016,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),3,3,1
2016-10,2016,CRIMINAL DAMAGE,RESIDENCE-GARAGE,3,3,1
2016-10,2016,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),3,3,1
2016-10,2016,CRIMINAL TRESPASS,STREET,3,2,1.5
2016-10,2016,NARCOTICS,PARK PROPERTY,3,3,1
2016-10,2016,NARCOTICS,RESIDENCE PORCH/HALLWAY,3,3,1
2016-10,2016,OFFENSE INVOLVING CHILDREN,APARTMENT,3,3,1
2016-10,2016,PUBLIC PEACE VIOLATION,ALLEY,3,3,1
2016-10,2016,PUBLIC PEACE VIOLATION,STREET,3,3,1
2016-10,2016,ROBBERY,CTA TRAIN,3,3,1
2016-10,2016,ROBBERY,GAS STATION,3,3,1
2016-10,2016,ROBBERY,PARKING LOT/GARAGE(NON.RESID.),3,3,1
2016-10,2016,THEFT,CTA TRAIN,3,2,1.5
2016-10,2016,THEFT,GAS STATION,3,3,1
2016-10,2016,THEFT,"SCHOOL, PUBLIC, BUILDING",3,3,1
2016-10,2016,THEFT,TAXICAB,3,3,1
2016-10,2016,WEAPONS VIOLATION,APARTMENT,3,3,1
2016-10,2016,WEAPONS VIOLATION,RESIDENCE PORCH/HALLWAY,3,3,1
2016-10,2016,ASSAULT,CONVENIENCE STORE,2,2,1
2016-10,2016,ASSAULT,RESIDENCE-GARAGE,2,2,1
2016-10,2016,ASSAULT,"SCHOOL, PRIVATE, BUILDING",2,2,1
2016-10,2016,BATTERY,CONVENIENCE STORE,2,2,1
2016-10,2016,BATTERY,CTA PLATFORM,2,2,1
2016-10,2016,BATTERY,CTA TRAIN,2,2,1
2016-10,2016,BATTERY,PARKING LOT/GARAGE(NON.RESID.),2,2,1
2016-10,2016,BATTERY,"SCHOOL, PRIVATE, BUILDING",2,2,1
2016-10,2016,BATTERY,VEHICLE - OTHER RIDE SERVICE,2,2,1
2016-10,2016,CRIM SEXUAL ASSAULT,ALLEY,2,2,1
2016-10,2016,CRIMINAL DAMAGE,ALLEY,2,2,1
2016-10,2016,CRIMINAL DAMAGE,RESIDENCE PORCH/HALLWAY,2,2,1
2016-10,2016,CRIMINAL DAMAGE,SIDEWALK,2,2,1
2016-10,2016,CRIMINAL DAMAGE,SMALL RETAIL STORE,2,2,1
2016-10,2016,CRIMINAL TRESPASS,CONVENIENCE STORE,2,2,1
2016-10,2016,CRIMINAL TRESPASS,GROCERY FOOD STORE,2,2,1
2016-10,2016,CRIMINAL TRESPASS,RESIDENTIAL YARD (FRONT/BACK),2,2,1
2016-10,2016,DECEPTIVE PRACTICE,BANK,2,2,1
2016-10,2016,DECEPTIVE PRACTICE,GAS STATION,2,2,1
2016-10,2016,GAMBLING,SIDEWALK,2,2,1
2016-10,2016,INTERFERENCE WITH PUBLIC OFFICER,POLICE FACILITY/VEH PARKING LOT,2,2,1
2016-10,2016,MOTOR VEHICLE THEFT,APARTMENT,2,2,1
2016-10,2016,MOTOR VEHICLE THEFT,GAS STATION,2,2,1
2016-10,2016,MOTOR VEHICLE THEFT,OTHER,2,1,2
2016-10,2016,MOTOR VEHICLE THEFT,"SCHOOL, PUBLIC, GROUNDS",2,2,1
2016-10,2016,NARCOTICS,ABANDONED BUILDING,2,2,1
2016-10,2016,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),2,2,1
2016-10,2016,NARCOTICS,RESIDENCE,2,2,1
2016-10,2016,OFFENSE INVOLVING CHILDREN,RESIDENCE,2,2,1
2016-10,2016,OTHER OFFENSE,GAS STATION,2,2,1
2016-10,2016,OTHER OFFENSE,"SCHOOL, PUBLIC, BUILDING",2,2,1
2016-10,2016,PUBLIC PEACE VIOLATION,RESIDENCE,2,2,1
2016-10,2016,PUBLIC PEACE VIOLATION,RESIDENTIAL YARD (FRONT/BACK),2,2,1
2016-10,2016,ROBBERY,APARTMENT,2,2,1
2016-10,2016,SEX OFFENSE,APARTMENT,2,2,1
2016-10,2016,SEX OFFENSE,"SCHOOL, PRIVATE, BUILDING",2,2,1
2016-10,2016,THEFT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,2,2,1
2016-10,2016,THEFT,CTA GARAGE / OTHER PROPERTY,2,2,1
